00053;ASSOCIAZIONE NAZIONALE PER L'ENCICLOPEDIA DELLA BANCA E BORSA;ROMA;ACT;CST;ACT;CST;2;Studi e ricerche;2N;ALT;A00I;EUR;N;N;N;;00956991004;01053820583;;0000125236763;0000000067953361;N;004;030;033;;002;002;140;;501;00;7;01;;024;N;L3;IT0000224201;7220;20150908;12.463;0.000;19010101;        ;19720712;;ROMA;AFS;00053;P;Partecipazione;;;N;20171231
00054;CORI S.P.A. (IN SCIOGLIMENTO E LIQUIDAZIONE);REGGIO NELL'EMILIA;ACT;CST;ACT;CST;2;Immobiliare;2N;ALT;A00I;EUR;N;N;N;;01376920359;01376920359;;0000624657373;0000000017861691;N;;;;;;;;;430;00;7;00;;024;N;L3;;4120;20151209;4.573;3.349;20111231;        ;19890303;;REGGIO EMILIA;AFS;00054;P;Partecipazione;;;N;20171231
00055;STIL NOVO PARTECIPAZIONI SRL IN LIQUIDAZIONE;MILANO;ACT;CST;ACT;CST;2;Holding di partecipazioni;2N;ALT;A00I;EUR;N;N;N;;07463870969;07463870969;;0003787548081;0000000074987356;N;;;;;;;;;288;00;7;01;;021;N;L3;IT0004883242;642;20170126;19.059;19.059;20121212;        ;20110601;;MILANO;AFS;00055;P;Partecipazione;;;N;20171231
00059;DESTINATION ITALIA S.P.A.;MILANO;PN;PN;PN;PN;2;Promozione e vendita di attività turistiche attraverso uso di tecnologie.;2N;IND;A00I;EUR;N;N;N;;09642040969;09642040969;;0004540255033;0000000092177153;N;;;;;;;;;430;03;7;02;;021;N;  ;IT0005217283;620909;20171201;38.000;38.000;20161011;        ;20160928;;MILANO;CLL;D0059;P;Partecipazione;;;N;20171231
00063;CONSORZIO BANCARIO SIR S.P.A. (IN LIQUIDAZIONE);ROMA;PN;PN;PN;PN;2;Varie: consorzio per risanamento gruppo SIR;2N;IND;A00I;EUR;N;N;N;;03686130588;03686130588;;0001084651133;0000000067854507;N;028;040;023;;002;002;140;;288;03;7;02;;024;N;  ;IT0000224029;642;20150601;39.182;39.182;19010101;        ;19790925;;ROMA;CLL;00063;P;Partecipazione;;;N;20171231
00064;BANCOMAT SPA;ROMA;PN;PN;PN;PN;3;Servizi e sistemi di pagamento;3N;IND;A00I;EUR;N;N;N;;09591661005;04949971008;;0001516928295;0000000052829864;N;;;;;;;;;263;03;7;02;;021;N;  ;IT0005274912;66191;20170707;20.294;20.294;20170707;        ;20080723;;ROMA;CLL;00064;P;Partecipazione;;;N;20171231
00069;INTESA SANPAOLO FORVALUE S.P.A;MILANO;PN;PN;PN;PN;2;Fornitura di servizi non finanziari a valore aggiunto;2N;CD1;A00I;EUR;N;N;N;;03176511206;03176511206;;0003885589591;0000000078956235;N;;;;;;;;;430;02;6;02;;021;N;  ;IT0005217820;702209;20171201;100.00;100.00;20120130;        ;20120119;;MILANO;CNT;00069;P;Partecipazione;;;N;20171231
00071;EUROPEAN DATAWAREHOUSE GMBH;GERMANIA;ACT;CST;ACT;CST;3;Elaborazione dati;3N;ALT;A00E;EUR;N;N;N;;;;;;0000000081009140;N;;;;;;;;;757;00;7;00;;024;N;L3;X00009774176;;20121101;3.704;3.704;20120628;        ;19900209;;GERMANIA ;AFS;00071;P;Partecipazione;;;N;20171231
00077;CENTERGROSS SRL;ARGELATO;ACT;CST;ACT;CST;2;Distribuzione commerciale;2N;ALT;A00I;EUR;N;N;N;;00514171206;00542790373;;0000116406121;0000000017784749;N;;;;;;;;;430;00;7;00;;021;N;L3;;82993;20131127;0.155;0.155;20120102;        ;19710607;;ARGELATO;AFS;00077;P;Partecipazione;;;N;20171231
00079;FENICE SRL;MILANO;PN;PN;PN;PN;1;Holding di partecipazioni;1N;INF;A00I;EUR;N;N;N;;08259860966;08259860966;;0004050753594;0000000083720033;N;;;;;;;;;288;00;7;00;;029;N;  ;XX0000951048;642;20170808;9.083;9.083;20130520;        ;20130508;8156005F12542026F102;MILANO;CLL;00079;P;Partecipazione;;;N;20171231
00080;ITALCONSULT SPA;ROMA;PN;PN;PN;PN;2;Infrastrutture;2N;INF;A00I;EUR;N;N;N;;01576741001;06590020589;;0000390933722;0000000067534287;N;;;;;;;;;430;00;7;01;;029;N;  ;;711;20171231;10.000;10.000;20121129;        ;19840625;815600DECAD1E3D3B009;ROMA;CLL;00080;P;Partecipazione;;;N;20171231
00081;MIR CAPITAL MANAGEMENT SA;LUSSEMBURGO;PN;PN;PN;PN;1;Fondi: società di gestione;1N;ASC;A00E;EUR;N;N;N;;;;092C301W0;0003995762146;0000000082182164;S;;;;;;;;;776;01;7;02;;029;N;  ;QU0006725687;6630;20170315;50.000;50.000;20121205;        ;20121205;;LUSSEMBURGO;CJV;00081;P;Partecipazione;;;N;20171231
00082;CLASS DIGITAL SERVICE S.R.L;MILANO;PN;PN;PN;PN;1;Holding di partecipazioni;1N;IND;A00I;EUR;N;N;N;;08053110964;08053110964;;0003996928055;0000000082754775;N;;;;;;;;;285;01;7;02;;029;N;  ;XX0000945909;642;20170419;31.250;31.250;20130320;        ;20121218;;MILANO;CLL;00082;P;Partecipazione;;;N;20171231
00083;MIR CAPITAL S.C.A. SICAR;LUSSEMBURGO;PN;PR;PN;PR;1;Fondi: investimento di private equity;1N;ASC;A00E;EUR;N;N;N;;;;092C480W0;0004036049032;0000000083315184;N;;;;;;;;;776;01;7;02;;029;N;  ;QU0006726479;64;20161123;50.000;50.000;20130327;        ;20130320;;LUSSEMBURGO;CJV;00083;P;Partecipazione;;;N;20171231
00087;BANCA D'ITALIA;ROMA;AFV;CST;AFV;CST;5;Bancaria;5N;ALT;A00I;EUR;N;N;N;01000;00950501007;00997670583;;0000125236019;0000000016960418;N;031;060;051;;002;002;015;;300;01;7;02;;024;N;L2;IT0004991763;;20171128;27.043;0.000;19691231;        ;        ;;MILANO;AFS;00087;P;Partecipazione;;;N;20171231
00095;IN.FRA - INVESTIRE NELLE INFRASTRUTTURE S.R.L.;MILANO;CI;PN;CI;PN;2;Holding di partecipazioni: infrastrutture;2N;CD1;A00I;EUR;N;N;N;;07230420965;07230420965;;0003704959622;0000000073999329;N;;;;;;;;;432;02;4;02;;029;N;  ;IT0004672025;7010;20170501;100.00;100.00;20101215;        ;20101130;;MILANO;CNT;00095;P;Partecipazione;;;N;20171231
00096;COMPAGNIA ITALIANA FINANZIARIA SRL  - IN FORMA ABBREVIATA CIF;MILANO;CI;PN;CI;PN;2;Holding di partecipazioni;2N;CI1;A00I;EUR;N;N;N;;02351310988;02351310988;;0002025979100;0000000017484225;N;;;;;;;;;432;02;4;02;;029;N;  ;;7010;20150630;61.445;61.445;20101215;        ;20021119;815600F481E3FE897770;MILANO;CNT;00096;P;Partecipazione;;;N;20171231
00097;INIZIATIVE LOGISTICHE S.r.l.;MILANO;CI;PN;CI;PN;2;Holding di partecipazioni: infrastrutture;2N;CI1;A00I;EUR;N;N;N;;01311870990;01311870990;;0002008235653;0000000017338511;N;;;;;;;;;432;02;4;02;;029;N;  ;;7010;20150630;60.018;60.018;20101215;        ;20020603;;MILANO;CNT;00097;P;Partecipazione;;;N;20171231
00100;RISANAMENTO SPA;MILANO;CI;PN;CI;PN;2;Immobiliare;2S;CD2;A00I;EUR;S;N;N;;12823420158;01916341207;;0001293779098;0000000073796785;N;;;;;;;;;430;03;4;02;;029;N;  ;IT0001402269;681;20161031;48.877;48.877;20110228;        ;19980923;;MILANO;CNT;00100;P;Partecipazione;;;N;20171231
00101;VALFIDI SOC.COOP. DI GARANZIA COLLETTIVA DEI FIDI IMPRESE VDA;AOSTA;ACT;CST;ACT;CST;1;Confidi;1N;ALT;A00I;EUR;N;N;N;19513;01047230071;91002410073;;0000024883771;0000000017213911;N;;;;;;;;;268;00;7;00;;021;N;L3;;649209;20171201;2.851;0.000;20100422;        ;19771114;;AOSTA;AFS;00101;P;Partecipazione;;;N;20171231
00103;FIDEURAM VITA SPA;ROMA;CI;PN;CI;PN;4;Impresa di assicurazioni;4N;CD1;A00I;EUR;N;N;N;;10830461009;10830461009;;0003577568736;0000000072677001;N;;;;;;;;;294;02;4;02;;030;N;  ;IT0004600281;6511;20170522;100.00;100.00;20100331;        ;20100121;5493000YZPPFRVZ7PF37;ROMA;CNT;D0103;P;Partecipazione;;;S;20171231
00104;GRUPPO AZIONE LOCALE LAGHI E MONTI DEL VERBANO CUSIO OSSOLA;DOMODOSSOLA;ACT;CST;ACT;CST;2;Sviluppo territoriale: promozione economica locale;2N;ALT;A00I;EUR;N;N;N;;01636690032;01636690032;;0001101704388;0000000017115999;N;;;;;;;;;430;00;7;00;;021;N;L3;X00004295300;7022;20150908;8.503;8.503;20100825;        ;19970715;;DOMODOSSOLA;AFS;00104;P;Partecipazione;;;N;20171231
00111;INTESA SANPAOLO HOUSE IMMO  S.A.;LUSSEMBURGO;PN;PN;PN;PN;3;Immobiliare: strumentale;3N;CI1;A00E;EUR;N;S;N;;;;;;0000000072934147;N;;;;;;;;;757;02;6;02;;024;N;  ;QU0006715191;;20171201;100.00;100.00;20100517;        ;20030205;;LUSSEMBURGO;CNT;00111;P;Partecipazione;;;N;20171231
00116;INTESA SANPAOLO GROUP SERVICES SOCIETA' CONSORTILE PER AZIONI;TORINO;CI;CI;CI;CI;3;Servizi: infragruppo ISP;3N;CI1;A00I;EUR;N;S;N;;04932231006;07975420154;;0000441122586;0000000049687557;N;028;040;023;;002;002;140;;430;02;4;02;;024;N;  ;IT0000216090;6201;20171201;99.999;99.999;19971231;        ;19850902;815600A0090DB5D4D574;TORINO;CNT;00116;P;Partecipazione;;;N;20171231
00117;SOCIETA' DI PROGETTO AUTOSTRADA DIRETTA BRESCIA MILANO SPA;BRESCIA;PN;PN;PN;PN;2;Opere-infrastrutture: realizzazione e gestione raccordo autostradale Milano-Brescia;2N;INF;A00I;EUR;N;N;N;;02508160989;02508160989;;0002111851527;0000000026925558;N;;;;;;;;;430;00;7;00;;029;N;  ;IT0004620644;4211;20150630;0.054;0.054;20091106;        ;20040310;815600F966655203CF04;BRESCIA;CLL;I0117;P;Partecipazione;;;N;20171231
00118;S.P.S. SISTEMA PERMANENTE DI SERVIZI SPA (IN FALLIMENTO);ROMA;ACT;CST;ACT;CST;2;Consulenza;2N;ALT;A00I;EUR;N;N;N;;01579211002;06604710589;;0000505608045;0000000067877320;N;004;030;033;;002;002;140;;430;00;7;00;;024;N;L3;IT0000246881;702;20150908;8.200;8.200;19921231;        ;19840530;;ROMA;AFS;00118;P;Partecipazione;;;N;20171231
00119;VITA SOCIETA' EDITORIALE S.P.A.;MILANO;AFV;CST;AFV;CST;2;Editoria: settore no profit;2N;ALT;A00I;EUR;N;N;N;;11273390150;11273390150;;;0000000017771433;N;;;;;;;;;430;00;7;00;;024;N;L1;IT0001037685;;20171201;1.355;1.355;20101022;        ;19891122;;MILANO;AFS;00119;P;Partecipazione;;;N;20171231
00125;MANUCOR SPA;MILANO;PN;PN;PN;PN;2;Imballaggio: produzione film da imballaggio;2N;ASC;A00I;EUR;N;N;N;;11065600154;11065600154;;0001390784301;0000000017922797;N;;;;;;;;;430;02;7;02;;029;N;  ;IT0004556863;2222;20161021;72.750;45.500;20091125;        ;19931124;8156008B6494D5235558;SESSA AURUNCA;CJV;05125;P;Partecipazione;;;N;20171231
00126;08 GENNAIO SRL IN SCIOGLIMENTO E LIQUIDAZIONE;MILANO;PN;PN;PN;PN;2;Consulenza aziendale;2N;CD1;A00I;EUR;N;N;N;;06053390966;06053390966;;0003043791340;0000000069560591;N;;;;;;;;;430;02;6;02;;029;N;  ;X00004580008;829999;20170313;100.00;100.00;20110311;        ;20080124;;MILANO;CNT;00126;P;Partecipazione;;;N;20171231
00128;FIDEURAM FIDUCIARIA SPA;TORINO;CI;CI;CI;CI;1;Fiduciaria;1N;CI1;A00I;EUR;N;S;N;;01812281002;07573820581;;0000538143723;0000000052961116;N;028;040;023;;002;002;140;;273;02;4;02;;032;N;  ;IT0001014668;66193;20160415;100.00;100.00;19981101;        ;19860703;81560094DF975FCC4571;TORINO;CNT;00128;P;Partecipazione;;;N;20171231
00129;SVILUPPO ENERGIE ALTERNATIVE S.P.A.;VICENZA;AFV;CST;AFV;CST;2;Multiutility-energia: energia elettrica ;2N;ALT;A00I;EUR;N;N;N;;03722390246;03722390246;;0003853584602;0000000076130825;N;;;;;;;;;432;00;7;01;;029;N;L3;IT0004780075;701;20171231;12.563;12.563;20111116;        ;20111026;;VICENZA;AFS;00129;P;Partecipazione;;;N;20171231
00133;PARMABITARE S.C.R.L.;PARMA;ACT;CST;ACT;CST;2;Immobiliare;2N;ALT;A00I;EUR;N;N;N;;02267610349;02267610349;;0001950721037;0000000016979681;N;;;;;;;;;476;00;7;00;;021;N;L3;XX0000010225;411;20150908;2.000;2.000;20110726;        ;20030908;;PARMA;AFS;00133;P;Partecipazione;;;N;20171231
00135;EURO TORRI SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA;PARMA;ACT;CST;ACT;CST;2;Distribuzione commerciale: servizi a centro commerciale locale;2N;ALT;A00I;EUR;N;N;N;;02285210346;02285210346;;0002105655866;0000000026936527;N;;;;;;;;;430;00;7;00;;021;N;L3;XX0000010258;682001;20150908;0.216;0.216;20110726;        ;20031222;;PARMA;AFS;00135;P;Partecipazione;;;N;20171231
00136;FIDENZA SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA;FIDENZA;ACT;CST;ACT;CST;2;Distribuzione commerciale: servizi a centro commerciale locale;2N;ALT;A00I;EUR;N;N;N;;01752540342;01752540342;;0000725024797;0000000017061452;N;;;;;;;;;430;00;7;00;;021;N;L3;XX0000010209;411;20150908;0.081;0.081;20110726;        ;19910313;;FIDENZA;AFS;00136;P;Partecipazione;;;N;20171231
00137;EVENTI SPORTIVI SPA;BRESCIA;ACT;CST;ACT;CST;2;Immobiliare;2N;ALT;A00I;EUR;N;N;N;;02771070980;02771070980;;0002730121380;0000000069434137;N;;;;;;;;;430;00;7;00;;021;N;L3;IT0004474620;681;20150908;4.222;4.222;20110726;        ;20060511;;BRESCIA;AFS;00137;P;Partecipazione;;;N;20171231
00141;FIDEURAM INVESTIMENTI - Società di Gestione del Risparmio S.p.A.;MILANO;CI;CI;CI;CI;1;Asset management;1N;CI1;A00I;EUR;N;S;N;;01830831002;07648370588;;0000538143805;0000000052961150;S;028;040;023;;002;002;140;;270;02;4;02;;032;N;  ;IT0000222676;663;20150601;99.500;99.500;19981101;        ;19861008;8156000A3437C5E72362;MILANO;CNT;00141;P;Partecipazione;;;N;20171231
00142;INTEREUROPA D.D.;SLOVENIA;AFV;CST;AFV;CST;2;Trasporti: logistica;2S;ALT;A00E;EUR;S;N;N;;01717220212;01717220212;2600338W0;0003245975828;0000000048259611;N;;;;;;;;;757;00;7;00;;029;N;L3;;5229;20150630;2.742;4.478;20121211;        ;19740802;;SLOVENIA;AFS;00142;P;Partecipazione;;;N;20171231
00151;INTESA SANPAOLO BRASIL S.A. - BANCO MULTIPLO;BRASILE;CI;CI;CI;CI;5;Corporate Banking;5N;CI1;A00E;BRL;N;S;N;;;;011BCITA0;0004155866357;0000000086465332;N;;;;;;;;;729;02;4;02;;025;N;  ;QU0006729515;;20171201;100.00;100.00;20140424;        ;19851230;213800CBOERFQH934Q10;BRASILE;CNT;00151;P;Partecipazione;;;N;20171231
00153;CONSORZIO AGRARIO DEL NORDEST SOCIETA' COOPERATIVA;VERONA;AFV;CST;AFV;CST;2;Agroalimentare: consorzio agrario;2N;ALT;A00I;EUR;N;N;N;;03335760231;03335760231;;0001980185416;0000000073810486;N;;;;;;;;;430;00;7;00;;021;N;L3;IT0004825425;829999;20150701;0.018;0.018;20140701;        ;20030807;815600DB9823E9A61A09;VERONA;AFS;00153;P;Partecipazione;;;N;20171231
00155;PORTOCITTA' SRL;TRIESTE;PN;PN;PN;PN;2;Opere-infrastrutture: riqualificazione porto storico di Trieste;2N;IND;A00I;EUR;N;N;N;;02592550301;02592550301;;0003517310474;0000000072174654;N;;;;;;;;;430;03;7;02;;029;N;  ;XD0006102004;412;20170303;25.000;25.000;20091119;        ;20091119;;POZZUOLO DEL FRIULI;CLL;00155;P;Partecipazione;;;N;20171231
00160;FONDO ITALIANO D'INVESTIMENTO SGR S.P.A.;MILANO;AFV;CST;AFV;CST;1;Asset Management;1N;ALT;A00I;EUR;N;N;N;;06968440963;06968440963;;0003571853138;0000000072627277;S;;;;;;;;;270;00;7;01;;029;N;L3;IT0004595705;64301;20150908;12.500;12.500;20100322;        ;20100318;;MILANO;AFS;00160;P;Partecipazione;;;N;20171231
00185;INTESA SANPAOLO SMART CARE S.R.L.;TORINO;CI;PN;CI;PN;2;Servizi: informatici;2N;CI1;A00I;EUR;N;N;N;;10999230013;10999230013;;0004088113706;0000000084439073;N;;;;;;;;;430;02;4;02;;021;N;  ;XD0000000014;620909;20171130;100.00;100.00;20130919;        ;20130916;;TORINO;CNT;00185;P;Partecipazione;;;N;20171231
00194;CONSORZIO STUDI E RICERCHE FISCALI GRUPPO INTESA SANPAOLO;ROMA;PN;PN;PN;PN;3;Consulenza fiscale ;3N;CI1;A00I;EUR;N;S;N;;96141810588;96141810588;;0000621026783;0000000052961121;N;004;030;033;;002;002;140;;450;02;6;02;;024;N;  ;X00007288401;692013;20160525;100.00;100.00;19971231;        ;19890101;;ROMA;CNT;00194;P;Partecipazione;;;N;20171231
00195;BANCA 5 S.P.A.;MILANO;CI;CI;CI;CI;5;Bancaria;5N;CD1;A00I;EUR;N;S;N;03385;05435910962;05435910962;;0002851654112;0000000047171416;N;;;;;;;;;245;02;4;02;;021;N;  ;IT0004238983;64191;20170504;100.00;100.00;20090728;        ;20060929;81560095E5C286EA9562;MILANO;CNT;00195;P;Partecipazione;;;N;20171231
00202;VENICE EUROPEAN INVESTMENT CAPITAL SPA;VICENZA;AFV;CST;AFV;CST;2;Holding di partecipazioni: private equity;2N;ALT;A00I;EUR;N;N;N;;03644460242;03644460242;;0003675077619;0000000073769540;N;;;;;;;;;432;00;7;00;;029;N;L3;IT0004651649;701;20150630;4.375;7.674;20110610;        ;20100927;;VICENZA;AFS;I0202;P;Partecipazione;;;N;20171231
00203;FONDO DI RIGENERAZIONE URBANA SICILIA S.R.L.;PALERMO;PN;PN;PN;PN;2;Sviluppo territoriale: distribuzione fondi BEI destinati alla riqualificazione urbana in Sicilia;2N;CD1;A00I;EUR;N;N;N;;10623030011;10623030011;;0003864725267;0000000078596210;N;;;;;;;;;432;02;6;02;;024;N;  ;XD0000922589;701;20170522;100.00;100.00;20111125;        ;20111123;;TORINO;CNT;00203;P;Partecipazione;;;N;20171231
00205;MILANO SANTA GIULIA  S.P.A.;MILANO;CI;PN;CI;PN;2;Immobiliare;2N;CI1;A00I;EUR;N;N;N;;03673440966;03673440966;;0001878899108;0000000017591233;N;;;;;;;;;430;02;4;02;;029;N;  ;IT0003455364;6810;20150429;100.00;100.00;20150429;        ;20020917;;MILANO;CNT;00205;P;Partecipazione;;;N;20171231
00206;MSG RESIDENZE SRL;MILANO;CI;PN;CI;PN;2;Immobiliare;2N;CI1;A00I;EUR;N;N;N;;05347360967;05347360967;;0002756071332;0000000047169657;N;;;;;;;;;430;02;4;02;;029;N;  ;;6810;20150429;100.00;100.00;20150429;        ;20060619;81560056E278DB6AEF53;MILANO;CNT;00206;P;Partecipazione;;;N;20171231
00207;IMMOBILIARE CASCINA RUBINA S.R.L;MILANO;CI;PN;CI;PN;2;Immobiliare;2N;CI1;A00I;EUR;N;N;N;;13290620155;01376510283;;0000705435332;0000000067342963;N;;;;;;;;;430;02;4;02;;029;N;  ;;681;20161028;100.00;100.00;20150429;        ;19870604;;MILANO;CNT;00207;P;Partecipazione;;;N;20171231
00209;RI. ESTATE S.R.L.;MILANO;CI;PN;CI;PN;2;Immobiliare;2N;CI1;A00I;EUR;N;N;N;;03213040961;03213040961;;0001825316735;0000000067534310;N;;;;;;;;;430;02;4;02;;029;N;  ;;6810;20150429;100.00;100.00;20150429;        ;20010620;;MILANO;CNT;00209;P;Partecipazione;;;N;20171231
00210;RI. RENTAL S.R.L.;MILANO;CI;PN;CI;PN;2;Immobiliare;2N;CI1;A00I;EUR;N;N;N;;06933631001;06933631001;;0001751577004;0000000017694397;N;;;;;;;;;430;02;4;02;;029;N;  ;;681;20150429;100.00;100.00;20150429;        ;20020125;;MILANO;CNT;00210;P;Partecipazione;;;N;20171231
00211;INTESA SANPAOLO CASA S.P.A;MILANO;PN;PN;PN;PN;2;Immobiliare: intermediazione;2N;CD1;A00I;EUR;N;N;N;;09004270964;09004270964;;0004298868805;0000000088971622;N;;;;;;;;;430;02;6;02;;021;N;  ;IT0005094294;6831;20150531;100.00;100.00;20150310;        ;20150305;;MILANO;CNT;00211;P;Partecipazione;;;N;20171231
00212;RI. PROGETTI S.p.A.;MILANO;CI;PN;CI;PN;2;Immobiliare;2N;CI1;A00I;EUR;N;N;N;;04306131006;04306131006;;0000820601386;0000000017618825;N;;;;;;;;;430;02;4;02;;029;N;  ;IT0005114399;6810;20150429;100.00;100.00;20150429;        ;19920415;;MILANO;CNT;00212;P;Partecipazione;;;N;20171231
00213;RISANAMENTO EUROPA S.R.L.;MILANO;CI;PN;CI;PN;2;Holding di partecipazioni ;2N;CI1;A00I;EUR;N;N;N;;08703570963;08703570963;;0004181094432;0000000087399043;N;;;;;;;;;432;02;4;02;;029;N;  ;;642000;20150429;100.00;100.00;20150429;        ;20140625;;MILANO;CNT;00213;P;Partecipazione;;;N;20171231
00217;SVILUPPO COMPARTO 3 SRL;MILANO;CI;PN;CI;PN;2;immobiliare;2N;CI1;A00I;EUR;N;N;N;;03766360964;03766360964;;0002479686708;0000000017045624;N;;;;;;;;;430;02;4;02;;029;N;  ;;6810;20150429;100.00;100.00;20150429;        ;20021224;;MILANO;CNT;00217;P;Partecipazione;;;N;20171231
00218;INTOWN SRL;MILANO;PN;PN;PN;PN;2;Immobiliare;2N;ASC;A00I;EUR;N;N;N;;08902770968;08902770968;;0004238107462;0000000088496603;N;;;;;;;;;430;03;7;02;;029;N;  ;;6810;20170704;50.000;50.000;20150429;        ;20141217;;MILANO;CJV;00218;P;Partecipazione;;;N;20171231
00219;MSG COMPARTO SECONDO S.R.L.;MILANO;CI;PN;CI;PN;2;Immobiliare;2N;CI1;A00I;EUR;N;N;N;;08903030966;08903030966;;0004238107798;0000000088496604;N;;;;;;;;;430;02;4;02;;029;N;  ;;6810;20150429;100.00;100.00;20150429;        ;20141217;;MILANO;CNT;00219;P;Partecipazione;;;N;20171231
00222;ETOILE SAINT FLORENTIN S.A.R.L.;FRANCIA;CI;PN;CI;PN;2;Immobiliare;2N;CI1;A00E;EUR;N;N;N;;;;0004368280327;0004368280327;0000000089282298;N;;;;;;;;;757;02;4;02;;029;N;  ;000000633830;;20170313;100.00;100.00;20150429;        ;20050607;;FRANCIA;CNT;00222;P;Partecipazione;;;N;20171231
00226;ETOILE SERVICES S.A.R.L.;FRANCIA;CI;PN;CI;PN;2;Servizi;2N;CI1;A00E;EUR;N;N;N;;;;0004361967454;0004361967454;0000000074857260;N;;;;;;;;;757;02;4;02;;029;N;  ;000000633890;;20170511;100.00;100.00;20150429;        ;20050717;;FRANCIA;CNT;00226;P;Partecipazione;;;N;20171231
